Name,Company,Type,Distillation,ABV,Location,Score,nRatings,Price,Aged,Distilled,bAveScore
L'Agricole Blanc,Riviere du Mat,Agricole,,,Reunion,6.0,1.0,,,,6.353237735925821
Brazilian 13-Year,Cadenhead's,Aged,,46.0%,United Kingdom,5.0,1.0,,13.0,,6.306620585351884
Light Cachaca,Cana Boa,Cachaca,,40.0%,Brazil,6.0,1.0,,,,6.353237735925821
2004 Barbancourt Haiti 13-Year,Liquid Treasure,Aged,,,Germany,9.0,1.0,,13.0,2004.0,6.49308918764763
Clos Parcellaire Les Mangles,Pere Labat,Agricole,,53.0%,Guadeloupe,6.0,1.0,,,,6.353237735925821
Black Mountain,Cal F. Johnson,Light,,42.0%,United States,7.0,1.0,,,,6.399854886499757
Dark,Lost Ark,Dark,,40.0%,United States,8.0,1.0,,,,6.446472037073693
Ambre,Bielle,Agricole,Column Still (1-4),44.0%,Guadeloupe,8.0,1.0,,,,6.446472037073693
Spiced,Lost Ark,Spiced,,40.0%,United States,5.0,1.0,,,,6.306620585351884
Overproof Black,Captain Morgan,Dark,,57.0%,Puerto Rico,5.0,1.0,,,,6.306620585351884
Cask Strength Single Cask 5-Year,St. Nicholas Abbey,Aged,Pot Still,60.0%,Barbados,6.0,1.0,,5.0,,6.353237735925821
Maduro 7-Year,Bore,Aged,,40.0%,Mexico,5.0,1.0,,7.0,,6.306620585351884
2019 Barikenn Canne Rouge,Montebello,Agricole,Column Still (1-4),52.0%,Guadeloupe,8.0,1.0,,,2019.0,6.446472037073693
Caribbean White,Morrisons,Light,,,United Kingdom,4.0,1.0,,,,6.260003434777947
2011 Barbados Foursquare 8-Year,Barikenn,Aged,,54.0%,France,9.0,1.0,,8.0,2011.0,6.49308918764763
Guatemala Full Proof 8-Year,Compagnie des Indes,Aged,,58.5%,France,7.0,1.0,,8.0,,6.399854886499757
2010 Fiji South Pacific Tawny Port Finish 8-Year,Compagnie des Indes,Aged,,61.5%,France,8.0,1.0,,8.0,2010.0,6.446472037073693
Etiqueta Blanca,Botran,Light,,40.0%,Guatemala,3.0,1.0,,,,6.21338628420401
Extra Dry,Baluarte,Light,,40.0%,Colombia,0.0,1.0,,,,6.073534832482201
Puncheon Overproof,Forres Park,Light,,75.0%,Trinidad and Tobago,1.0,1.0,,,,6.120151983056138
2010 Venezuela Ed. 2022 12-Year,Bristol Classic,Aged,,47.0%,United Kingdom,8.0,1.0,,12.0,2010.0,6.446472037073693
Worthy Park 15-Year,Rum Runner,Aged,,54.5%,France,7.0,1.0,,15.0,,6.399854886499757
12-Year,Old Road Rum,Aged,Pot and Column Still,46.0%,Saint Kitts and Nevis,8.0,1.0,,12.0,,6.446472037073693
"1993 Trinidad ""the Beast"" 26-Year",S.B.S.,Aged,Column Still (1-4),50.7%,Denmark,7.0,1.0,,26.0,1993.0,6.399854886499757
Blanco PiÃ±a y Coco,Botran,Flavored,,,Guatemala,2.0,1.0,,,,6.1667691336300745
Spiced Orange,Carmelita's,Spiced,,40.0%,United States,7.0,1.0,,,,6.399854886499757
Cooperative Volume 3,Bully Boy,Aged,,46.0%,United States,8.0,1.0,,,,6.446472037073693
Lâ€™Or 3-Year,Pere Labat,Agricole,,45.0%,Guadeloupe,7.0,1.0,,3.0,,6.399854886499757
Road's End,Journeyman,Light,,,United States,0.0,1.0,,,,6.073534832482201
Le Rocher Ansyen 21-Month,Clairin,Aged,,,Haiti,10.0,1.0,,,,6.539706338221566
Silver,Karukera,Agricole,Column Still (1-4),40.0%,Guadeloupe,2.0,1.0,,,,6.1667691336300745
Old Salt,English Spirit,Gold,,40.0%,United Kingdom,8.0,1.0,,,,6.446472037073693
Hopkins,Dancing Cows,Aged,,40.0%,United Kingdom,5.0,1.0,,,,6.306620585351884
Cristalino,Flor de CaÃ±a,Light,,35.0%,Nicaragua,5.0,1.0,,,,6.306620585351884
2022 8 Marks Collection <>H,Hampden Estate,Light,,60.0%,Jamaica,9.0,1.0,,,2022.0,6.49308918764763
MELI,Ko Hana,Aged,,40.0%,United States,6.0,1.0,,,,6.353237735925821
1995 15-Year,Rhum JM,Agricole,Column Still (1-4),45.0%,Martinique,9.0,1.0,,15.0,1995.0,6.49308918764763
Fusion,Kuya,Spiced,,40.0%,Mexico,2.0,1.0,,,,6.1667691336300745
Caramel Creams Liqueur,Lost Ark,Flavored,,15.0%,United States,9.0,1.0,,,,6.49308918764763
5-Year,Marie-Galante,Aged,,40.0%,Guadeloupe,4.0,1.0,,5.0,,6.260003434777947
Gold,Thrasherâ€™s,Gold,,40.0%,United States,3.0,1.0,,,,6.21338628420401
Silver,Copper Bottom,Light,,40.0%,United States,9.0,1.0,,,,6.49308918764763
2000 Trinidad 18-Year,Silver Seal,Aged,,50.0%,Italy,8.0,1.0,,18.0,2000.0,6.446472037073693
Newport Spiced,The Kimberly Rum Company,Spiced,,,Australia,8.0,1.0,,,,6.446472037073693
Fiji 12-Year,S.B.S.,Aged,,,Denmark,7.0,1.0,,12.0,,6.399854886499757
2015 Captain's Choice Martinique Edition 41,Tres Hombres,Agricole,,51.5%,Multiple,7.0,1.0,,,2015.0,6.399854886499757
2006 Barbados Cask Strenght Foursquare MBFS 12-Year,Cadenhead's,Aged,Pot and Column Still,62.0%,United Kingdom,8.0,1.0,,12.0,2006.0,6.446472037073693
1999 Nicaragua 17-Year,Weiron,Aged,,58.5%,Sweden,9.0,1.0,,17.0,1999.0,6.49308918764763
Passionfruit Mango & Elderflower,Rum Ting,Flavored,,,United Kingdom,1.0,1.0,,,,6.120151983056138
Artemi Honey,Ron Miel,Flavored,,,Spain,5.0,1.0,,,,6.306620585351884
XO Trinidad 7-Year,Banqero,Aged,Column Still (5+),45.0%,Switzerland,9.0,1.0,,7.0,,6.49308918764763
Madeira Cask Expression 6-Year,Mount Gay,Aged,Column Still (5+),55.0%,Barbados,8.0,1.0,,6.0,,6.446472037073693
Vanilla,Tropic Isle Palms,Flavored,,21.0%,Barbados,1.0,1.0,,,,6.120151983056138
Black Forest Blend 7-Year,Balthasar,Gold,,40.0%,Germany,7.0,1.0,,7.0,,6.399854886499757
2008 Guyana Diamond MPM 9-Year,The Rum Cask,Aged,,62.2%,Germany,7.0,1.0,,9.0,2008.0,6.399854886499757
Special Blend For Belgium by Herman Parra 25-Year,Dictador,Aged,,40.0%,Colombia,9.0,1.0,,25.0,,6.49308918764763
2006 Barbados,Swell de Spirits,Aged,,60.6%,France,6.0,1.0,,,2006.0,6.353237735925821
"Papillon Brun, 6 - Months",Longueteau,Agricole,Column Still (1-4),45.0%,Guadeloupe,7.0,1.0,,,,6.399854886499757
Gold 9-Months,William Hinton,Agricole,Column Still (1-4),40.0%,Portugal,10.0,1.0,,,,6.539706338221566
151,Bermudez,Light,,,Dominican Republic,2.0,1.0,,,,6.1667691336300745
Hot Shots 7-Year,Scotch Malt Whisky Society,Aged,,67.5%,United Kingdom,8.0,1.0,,7.0,,6.446472037073693
Haitian Green Label 7-Year,Cadenhead's,Aged,,46.0%,United Kingdom,3.0,1.0,,7.0,,6.21338628420401
Jamaican Green Label 10-Year,Cadenhead's,Aged,,46.0%,United Kingdom,7.0,1.0,,10.0,,6.399854886499757
2007 Belize 10-Year,The Duchess,Aged,,40.0%,Netherlands,9.0,1.0,,10.0,2007.0,6.49308918764763
White Fresca Cachaca,Cana de Cuca,Cachaca,,40.0%,Brazil,8.0,1.0,,,,6.446472037073693
2000 Intense 8-Year,Savanna,Gold,,40.0%,Reunion,7.0,1.0,,8.0,2000.0,6.399854886499757
2017 Koloa 5-Year,Rumclub Private Selection,Aged,,60.55%,Germany,8.0,1.0,,5.0,2017.0,6.446472037073693
Caribbean Rum Cream,Guantanamera,Flavored,,17.0%,Dominican Republic,7.0,1.0,,,,6.399854886499757
Queens Share,8th Day Distillery,Dark,,50.0%,United States,6.0,1.0,,,,6.353237735925821
1968,Portsmouth distillery,Light,,41.0%,United Kingdom,5.0,1.0,,,,6.306620585351884
Shrub,Dormoy,Flavored,,35.0%,Guadeloupe,9.0,1.0,,,,6.49308918764763
Vanilla Fusion,Labourdonnais,Flavored,,37.5%,Mauritius,4.0,1.0,,,,6.260003434777947
Reserva Especial Cachaca 3-Year,Rio do Engenho,Cachaca,,38.0%,Brazil,10.0,1.0,,3.0,,6.539706338221566
2011 Belize Rombo 10 Year Anniversary Edition 10-Year,S.B.S.,Aged,Column Still (1-4),68.0%,Denmark,8.0,1.0,,10.0,2011.0,6.446472037073693
XO Finished in Wine Casks,Bonpland,Aged,,40.0%,Germany,7.0,1.0,,,,6.399854886499757
Demerara Symphony Edition 2021 17-Year,Samaroli,Aged,,45.0%,United Kingdom,7.0,1.0,,17.0,,6.399854886499757
Seychelles Series Zenn,Takamaka,Gold,Pot and Column Still,40.0%,Seychelles,6.0,1.0,,,,6.353237735925821
White,Suntory,Light,,40.0%,Japan,2.0,1.0,,,,6.1667691336300745
12-Year,Sansibar,Aged,,40.0%,Germany,6.0,1.0,,12.0,,6.353237735925821
Liberation 2020,Rhum Rhum,Aged,Pot Still,45.0%,Guadeloupe,7.0,1.0,,,,6.399854886499757
Reserva Especial,Pomalca,Aged,,40.0%,Peru,6.0,1.0,,,,6.353237735925821
AÃ±ejo 4-Year,Ron Puerto Rico,Aged,,36.0%,Puerto Rico,6.0,1.0,,4.0,,6.353237735925821
Gran Reserva 7-Year,Tiburon,Aged,,40.0%,Belize,6.0,1.0,,7.0,,6.353237735925821
Cachaca,Canaspirit,Cachaca,,43.0%,Brazil,8.0,1.0,,0.0,,6.446472037073693
Coconut,Ron Rico,Flavored,,,Costa Rica,2.0,1.0,,,,6.1667691336300745
2016 Brut de Fût Grand Arôme 5-Year,Ferroni,Light,Column Still (1-4),63.0%,Cuba,7.0,1.0,,5.0,2016.0,6.399854886499757
Light Cachaca,Copacaiba,Cachaca,,40.0%,Brazil,7.0,1.0,,,,6.399854886499757
Full Proof 65,Sampan,Light,,65.0%,Vietnam,7.0,1.0,,,,6.399854886499757
Passion,Old Man Guavaberry,Flavored,,40.0%,Saint Martin,3.0,1.0,,,,6.21338628420401
Pineapple,Ron Rico,Flavored,,,Costa Rica,2.0,1.0,,,,6.1667691336300745
White,Gold Miner,Light,,40.0%,United States,10.0,1.0,,,,6.539706338221566
Coconut,Thrasherâ€™s,Flavored,Pot and Column Still,40.0%,United States,8.0,1.0,,,,6.446472037073693
Uitvlugt 1999 21-Year,L'Esprit,Aged,,56.4%,France,6.0,1.0,,21.0,,6.353237735925821
17-Year,Davidsen's,Aged,,40.0%,Denmark,6.0,1.0,,17.0,,6.353237735925821
CSR,Demerara Distillers Limited,Light,,40.0%,Guyana,3.0,1.0,,,,6.21338628420401
Bielle 8-Year,Rumclub Private Selection,Agricole,Column Still (1-4),54.1%,Germany,10.0,1.0,,8.0,,6.539706338221566
White,Burnett's,Light,,40.0%,United States,2.0,1.0,,,,6.1667691336300745
Spiced Limited Edition,Botafogo,Spiced,,40.0%,France,0.0,1.0,,,,6.073534832482201
2009 Masterâ€™s Selection For BC Bros 11-Year,Chairman's,Aged,Column Still (1-4),57.9%,Saint Lucia,4.0,1.0,,11.0,2009.0,6.260003434777947
Dutch Dark,Dutch4life,Dark,,40.0%,Netherlands,7.0,1.0,,,,6.399854886499757
2002 Rare Proof 17-Year,Malecon,Aged,,,Panama,9.0,1.0,,17.0,2002.0,6.49308918764763
2004 Diamond <vsg> Cask No 87 16-Year,Rum Artesanal,Aged,Pot Still,58.2%,Multiple,8.0,1.0,,16.0,2004.0,6.446472037073693
Navy Strength White,Liv,Light,,57.5%,United Kingdom,5.0,1.0,,,,6.306620585351884
1987 Best of Apasionado,Dictador,Aged,,43.0%,Colombia,9.0,1.0,,,1987.0,6.49308918764763
Mild & Mellow Nelson's Jamaica,Heinrich von Have,Aged,,40.0%,Germany,3.0,1.0,,,,6.21338628420401
2003 Jamaica 12-Year,Kill Devil (Hunter Laing),Aged,Pot Still,,United Kingdom,7.0,1.0,,12.0,2003.0,6.399854886499757
1511 Alejado Genuino,Siete villas,Aged,,40.0%,Spain,9.0,1.0,,,,6.49308918764763
Reserve Blend 8-Year,Tiburon,Aged,,40.0%,Belize,8.0,1.0,,8.0,,6.446472037073693
Spiced,Cherry river,Spiced,,40.0%,Canada,8.0,1.0,,,,6.446472037073693
Coconut,James's Harbor,Flavored,,40.0%,Puerto Rico,2.0,1.0,,,,6.1667691336300745
Fiji,Moon Import,Aged,,46.0%,Italy,7.0,1.0,,,,6.399854886499757
Special Dark,Diamond Head,Dark,,40.0%,United States,3.0,1.0,,,,6.21338628420401
21 Cachaca,Pirassununga,Cachaca,,40.0%,Brazil,8.0,1.0,,,,6.446472037073693
Boulet de Canon 11,Compagnie des Indes,Spiced,,46.0%,France,6.0,1.0,,,,6.353237735925821
Virgin Islands Silver,Ron Rio,Light,,40.0%,United States,2.0,1.0,,,,6.1667691336300745
White Overproof,Port Royal,Light,,,Jamaica,1.0,1.0,,,,6.120151983056138
Amber,Twenty Boat,Gold,,,United States,7.0,1.0,,,,6.399854886499757
2007 Clarendon Jmm Cask No 73 11-Year,Rum Artesanal,Aged,Pot Still,62.2%,Multiple,6.0,1.0,,11.0,2007.0,6.353237735925821
1996 Caroni Port Finish 17-Year,Bristol Classic,Dark,,,United Kingdom,9.0,1.0,,17.0,1996.0,6.49308918764763
Ameca,El Ron Prohibido,Aged,,40.0%,Mexico,5.0,1.0,,,,6.306620585351884
2012 Cask Collection New French Oak 4-Year,Clement,Agricole,Column Still (1-4),44.4%,Martinique,7.0,1.0,,4.0,2012.0,6.399854886499757
2006 Sample X Clarendon 14-Year,Kintra,Aged,Pot Still,63.2%,Netherlands,9.0,1.0,,14.0,2006.0,6.49308918764763
Panama 11-Year,Berry Bros & Rudd,Aged,,,United Kingdom,5.0,1.0,,11.0,,6.306620585351884
Grenada 8-Year,Berry Bros & Rudd,Aged,,40.0%,United Kingdom,4.0,1.0,,8.0,,6.260003434777947
Gold,Barracuda,Gold,,38.0%,Sweden,1.0,1.0,,,,6.120151983056138
Gres 10-Year,Isautier,Agricole,,40.0%,Reunion,8.0,1.0,,10.0,,6.446472037073693
Platinum,Pinkerton's,Light,,40.0%,United States,3.0,1.0,,,,6.21338628420401
2014 Guyana PM/DHE Bourbon Cask Matured 9-Year,S.B.S.,Aged,Pot Still,56.1%,Denmark,8.0,1.0,,9.0,2014.0,6.446472037073693
Premium Dark,Crossbones,Dark,,40.0%,United Kingdom,6.0,1.0,,0.0,,6.353237735925821
Black Spiced,Squeal,Spiced,,40.0%,United States,3.0,1.0,,,,6.21338628420401
Caribbean Club Limbo Drummer,Angostura,Gold,,40.0%,Trinidad and Tobago,2.0,1.0,,,,6.1667691336300745
2021,Lil Ray's,Spiced,Pot Still,37.5%,United Kingdom,7.0,1.0,,,2021.0,6.399854886499757
1999 Fernandes Single Cask 21-Year,The Whisky Agency,Aged,,52.7%,Germany,9.0,1.0,,21.0,1999.0,6.49308918764763
Double Matured Panama Affine en Futs dâ€™Armagnac 18-Year,Gelas,Aged,,46.3%,Panama,6.0,1.0,,18.0,,6.353237735925821
2002 Guyana Diamond 20-Year,Nobilis,Aged,,52.7%,Denmark,9.0,1.0,,20.0,2002.0,6.49308918764763
Pura Cachaca,Beija-Flor,Cachaca,,40.0%,Brazil,8.0,1.0,,,,6.446472037073693
8-Year,Bapt & Clem's,Aged,,40.0%,RÃ©union,8.0,1.0,,8.0,,6.446472037073693
White,Stolen,Light,,,New Zealand,1.0,1.0,,,,6.120151983056138
Java,Sea Island,Flavored,,40.0%,United States,7.0,1.0,,,,6.399854886499757
White,Rogue,Light,,40.0%,United States,5.0,1.0,,,,6.306620585351884
Silver,Tondena,Light,,40.0%,Philippines,3.0,1.0,,,,6.21338628420401
2004 Panama Family Cask 12-Year,Origin R.,Aged,,40.0%,France,8.0,1.0,,12.0,2004.0,6.446472037073693
Haitian Green Label 9-Year,Cadenhead's,Aged,,46.0%,United Kingdom,4.0,1.0,,9.0,,6.260003434777947
Navy Light Strength,Corman Collins,Aged,,41.4%,Belgium,6.0,1.0,,,,6.353237735925821
2002 Guyana Cuffy Demerara Full Proof 16-Year,Le Gus't,Aged,Pot Still,66.9%,France,9.0,1.0,,16.0,2002.0,6.49308918764763
2008 Panama Garnatxa Cask Finish 12-Year,Artesano,Aged,Column Still (1-4),41.4%,Germany,6.0,1.0,,12.0,2008.0,6.353237735925821
Anejo Reserva Belize Master Blend,Cuate,Aged,,40.2%,Germany,8.0,1.0,,,,6.446472037073693
25-Year,Edmundo Dantes,Aged,,,Cuba,4.0,1.0,,25.0,,6.260003434777947
1986 Albion,Velier,Aged,,,Multiple,10.0,1.0,,,1986.0,6.539706338221566
White,Sorgrhum,Light,,43.0%,United States,4.0,1.0,,,,6.260003434777947
2008 Fut Unique 8-Year,La Favorite,Agricole,Column Still (1-4),43.0%,Martinique,8.0,1.0,,8.0,2008.0,6.446472037073693
Blend Number 18,Private Selection,Aged,,40.0%,Jamaica,9.0,1.0,,,,6.49308918764763
Oak & Palm Coconut,St. Petersburg Distillery,Flavored,,40.0%,United States,4.0,1.0,,,,6.260003434777947
Navy Baron Dahlerup,Austrian Empire,Aged,,40.0%,United Kingdom,9.0,1.0,,,,6.49308918764763
1997 Trinidad Caroni HTR 20-Year,Bristol Classic,Aged,Column Still (1-4),61.5%,United Kingdom,10.0,1.0,,20.0,1997.0,6.539706338221566
2005 Venezuela 17-Year,Tamosi,Aged,Column Still (1-4),61.9%,Barbados,8.0,1.0,,17.0,2005.0,6.446472037073693
1991 Blairmont,Velier,Aged,,,Multiple,10.0,1.0,,,1991.0,6.539706338221566
1628,Silverfleet,Flavored,,40.0%,Multiple,7.0,1.0,,,,6.399854886499757
Solera 15-Year,Ron Hero,Aged,,40.0%,Italy,8.0,1.0,,15.0,,6.446472037073693
Silver,Turnbull Bay,Light,,40.0%,United States,2.0,1.0,,,,6.1667691336300745
Passion Vanilla,Arhumatic,Flavored,,29.0%,France,8.0,1.0,,,,6.446472037073693
Black Spiced,Liberte,Spiced,,40.0%,Germany,3.0,1.0,,,,6.21338628420401
1995 Chichigalpa 12-Year,Alambic Classique Collection,Aged,,40.0%,Multiple,6.0,1.0,,12.0,1995.0,6.353237735925821
Agrikultura,Crows Nest,Light,Pot Still,47.0%,Philippines,6.0,1.0,,,,6.353237735925821
Gold,Ron Carlos,Gold,,,United States,2.0,1.0,,,,6.1667691336300745
Foursquare 15-Year,Rum Runner,Aged,,58.3%,France,5.0,1.0,,15.0,,6.306620585351884
Anejo 5-Year,Galeon del caribe,Aged,,40.0%,Cuba,0.0,1.0,,5.0,,6.073534832482201
23 5-Year,Proof and Wood,Dark,Pot Still,54.0%,Jamaica,7.0,1.0,,5.0,,6.399854886499757
2020 Caramelised Pineapple & Passionfruit Spiced,WoodenMoose Rum Co,Spiced,Column Still (1-4),40.0%,United Kingdom,2.0,1.0,,,2020.0,6.1667691336300745
2006 Jamaica WP 14-Year,Transcontinental Rum Line,Aged,Pot Still,57.2%,France,9.0,1.0,,14.0,2006.0,6.49308918764763
1989 Old Guadeloupe 14-Year,The Secret Treasures,Aged,,42.0%,Multiple,8.0,1.0,,14.0,1989.0,6.446472037073693
2020 Single Barrel Select 2-Year,Diceros,Aged,,44.0%,United States,4.0,1.0,,2.0,2020.0,6.260003434777947
Overproof,Barrel Jack,Light,,,Grenada,5.0,1.0,,,,6.306620585351884
Jung And Wulff No 2 Guyana,Sazerac,Gold,,43.0%,United States,5.0,1.0,,,,6.306620585351884
1980 Port Morant Demerara,Bristol Classic,Gold,,,United Kingdom,7.0,1.0,,,1980.0,6.399854886499757
Arturo Makasare 30-Year,Corman Collins,Aged,,44.0%,Belgium,10.0,1.0,,30.0,,6.539706338221566
2020,One Eyed Rebel,Spiced,,40.0%,United Kingdom,4.0,1.0,,,2020.0,6.260003434777947
2007 Jamaica MM 10-Year,Transcontinental Rum Line,Aged,,66.4%,France,6.0,1.0,,10.0,2007.0,6.353237735925821
Vanilla,Lost Ark,Flavored,,30.0%,United States,9.0,1.0,,,,6.49308918764763
2017 Single Barrel Cuvee Christian de MontaguÃ¨re Brut de Fut 3-Year,Rhum JM,Agricole,Column Still (1-4),57.08%,Martinique,8.0,1.0,,3.0,2017.0,6.446472037073693
2005 11-Year,Macal,Aged,,,Belize,7.0,1.0,,11.0,2005.0,6.399854886499757
55 Origines,Trois Rivieres,Agricole,Column Still (1-4),55.0%,Martinique,7.0,1.0,,,,6.399854886499757
Silver,Bogart's,Light,,40.0%,United States,3.0,1.0,,,,6.21338628420401
2016 Vieux 6-Year,Montebello,Agricole,Column Still (1-4),42.0%,Guadeloupe,8.0,1.0,,6.0,2016.0,6.446472037073693
1995 Jamaica Worhty Park 12-Year,Liquid Treasure,Aged,,,Germany,8.0,1.0,,12.0,1995.0,6.446472037073693
2018 Silver,Whistler,Light,,40.0%,South Africa,4.0,1.0,,,2018.0,6.260003434777947
Fair,Cana de Emperador,Light,,,Guyana,9.0,1.0,,,,6.49308918764763
Châteauneuf Du Pape Finish 8-Year,Ron Maja,Aged,,40.0%,El Salvador,9.0,1.0,,8.0,,6.49308918764763
2018 Holywood Edition Malt Whiskey Barrel 20-Year,Ron de Jeremy,Aged,,53.0%,Panama,2.0,1.0,,20.0,2018.0,6.1667691336300745
2022 XO Cognac Cask Finish,Patridom,Aged,,43.0%,Dominican Republic,8.0,1.0,,0.0,2022.0,6.446472037073693
Sample Eleven Special Edition 1-Year,Kintra,Aged,,51.7%,Netherlands,8.0,1.0,,1.0,,6.446472037073693
2020 Guyana PM Virgin Oak 2-Year,S.B.S.,Aged,Pot Still,66.4%,Denmark,8.0,1.0,,2.0,2020.0,6.446472037073693
153,Bearing,Flavored,,40.0%,United States,3.0,1.0,,,,6.21338628420401
Select Reserve Cask 2-Year,Mhoba,Aged,Pot Still,60.0%,South Africa,8.0,1.0,,2.0,,6.446472037073693
2009 Barbados Foursquare 11-Year,Rum Exchange,Aged,,59.0%,United Kingdom,8.0,1.0,,11.0,2009.0,6.446472037073693
2003 Guyana Port Mourant,Corman Collins,Aged,,,Belgium,9.0,1.0,,,2003.0,6.49308918764763
Liquorice And Blackcurrant,Dead Man's Fingers,Flavored,,37.5%,United Kingdom,6.0,1.0,,,,6.353237735925821
2020 Brut de Colonne Bio,Saint James,Agricole,Column Still (1-4),74.2%,Martinique,8.0,1.0,,,2020.0,6.446472037073693
Limited Edition Dry Madeira Cask 12-Year,El Dorado,Aged,,43.0%,Guyana,9.0,1.0,,12.0,,6.49308918764763
Blue Cachaca,Yaguara,Cachaca,,40.0%,Brazil,7.0,1.0,,,,6.399854886499757
Smoldering Holes Cask Aged 8-Year,Phantom Spirits,Aged,,40.0%,Denmark,7.0,1.0,,8.0,,6.399854886499757
ArrangÃ© Poire Amandes GrillÃ©es,Breiz'ile,Flavored,,23.0%,France,8.0,1.0,,,,6.446472037073693
Tradicion 22-Year,Aldea,Aged,,40.0%,Spain,8.0,1.0,,22.0,,6.446472037073693
Cherry Vanilla,Captain Morgan,Flavored,,30.0%,Puerto Rico,1.0,1.0,,,,6.120151983056138
Caribbean White,Club Aruba,Light,,37.5%,Estonia,2.0,1.0,,,,6.1667691336300745
Enmore 30-Year,Rum Runner,Aged,,53.2%,France,9.0,1.0,,30.0,,6.49308918764763
Tiki Shot,Barracuda,Flavored,,30.0%,Sweden,5.0,1.0,,,,6.306620585351884
2003 R2 11 Goat Farms Esters And Vinyl Funk 16-Year,Scotch Malt Whisky Society,Light,,,United Kingdom,8.0,1.0,,16.0,2003.0,6.446472037073693
Amami 40,Rurikakesu,Aged,,40.0%,Japan,6.0,1.0,,,,6.353237735925821
5-Year,Borgoe,Gold,,40.0%,Suriname,6.0,1.0,,5.0,,6.353237735925821
Calypso Jamaica rum Mixed Spirit,Monkey Island,Dark,,,Germany,5.0,1.0,,,,6.306620585351884
Classico No.3,Rones finos de colima,Aged,,40.0%,Mexico,1.0,1.0,,,,6.120151983056138
2015 Engenhos do Norte Single Cask Edition Selected by Rum Artesanal 7-Year,970,Agricole,Column Still (1-4),50.8%,Portugal,8.0,1.0,,7.0,2015.0,6.446472037073693
Punch Abricot Pays,Longueteau,Flavored,,,Guadeloupe,3.0,1.0,,,,6.21338628420401
Punch Banane,Longueteau,Flavored,Column Still (1-4),25.0%,Guadeloupe,5.0,1.0,,,,6.306620585351884
Vanilla,Big Black Dick,Flavored,,,Cayman Islands,0.0,1.0,,,,6.073534832482201
Milot,Clairin,Light,Pot Still,55.0%,Haiti,3.0,1.0,,,,6.21338628420401
Oro Cachaca,Yaguara,Cachaca,,40.0%,Brazil,7.0,1.0,,,,6.399854886499757
Caribbean Spiced,Asda,Spiced,,35.0%,United Kingdom,5.0,1.0,,,,6.306620585351884
2007 Saint Catherine Jamaica 14-Year,Valinch & Mallet,Aged,Pot Still,54.5%,United Kingdom,9.0,1.0,,14.0,2007.0,6.49308918764763
2017 Sajous Ansyen 21-Mois Single Cask #SJ17BI-1,Clairin,Aged,Pot Still,55.4%,Haiti,8.0,1.0,,,2017.0,6.446472037073693
AÃ±ejo Claro,Ron Rico,Light,,40.0%,Costa Rica,2.0,1.0,,,,6.1667691336300745
Black Coffee,Jonah's Curse,Flavored,,33.5%,United States,1.0,1.0,,,,6.120151983056138
Vom Fass 14-Year,Hampden Estate,Aged,Pot Still,40.0%,Jamaica,7.0,1.0,,14.0,,6.399854886499757
Dark,Hye,Dark,,40.0%,United States,6.0,1.0,,,,6.353237735925821
2007 Jamaica Monymusk JMM 13-Year,Flensburg,Aged,Pot Still,62.5%,Germany,8.0,1.0,,13.0,2007.0,6.446472037073693
Coconut,Governor's Reserve,Flavored,,,Cayman Islands,2.0,1.0,,,,6.1667691336300745
2015 Single Cask Collection Guillaume de Roany 7-Year,Montebello,Agricole,Column Still (1-4),48.0%,Guadeloupe,8.0,1.0,,7.0,2015.0,6.446472037073693
Vanille Noix de Macadamia,Ti Arrange de Ced,Flavored,,32.0%,France,6.0,1.0,,,,6.353237735925821
Tributo 2019 Edition,Havana Club,Aged,Column Still (5+),40.0%,Cuba,9.0,1.0,,,,6.49308918764763
2019 Jamaica 3-Year,Kyle's Crafted,Gold,,42.0%,Germany,6.0,1.0,,3.0,2019.0,6.353237735925821
Santeria,Lost Spirits,Spiced,,,United States,6.0,1.0,,,,6.353237735925821
Barrel Aged 3-Year,Liquormacher,Aged,,40.0%,Germany,6.0,1.0,,3.0,,6.353237735925821
Gold,Blue Dyer,Gold,,40.0%,United States,7.0,1.0,,,,6.399854886499757
Myrtle Beach Banana Nut,Striped Pig,Flavored,,30.0%,United States,7.0,1.0,,,,6.399854886499757
Sugar Cane Spirit Cachaca,Tambourine Mountain Distillery,Cachaca,,40.0%,Australia,4.0,1.0,,,,6.260003434777947
Gold,Potter's,Gold,,40.0%,United States,2.0,1.0,,,,6.1667691336300745
Sample Eleven Special Edition 3 Laphroaig Cask,Kintra,Aged,Pot and Column Still,55.4%,Netherlands,8.0,1.0,,,,6.446472037073693
Gold,James's Harbor,Gold,,40.0%,Puerto Rico,3.0,1.0,,,,6.21338628420401
Art Deco 12-Year,J. Bally,Agricole,Column Still (1-4),42.0%,Martinique,7.0,1.0,,12.0,,6.399854886499757
5-Year,Bapt & Clem's,Aged,,40.0%,RÃ©union,8.0,1.0,,5.0,,6.446472037073693
Reserva Especial Limitada,Ron Anejo Santo Domingo,Aged,,40.0%,Venezuela,7.0,1.0,,,,6.399854886499757
Copper Premium,Banqero,Gold,,40.0%,Switzerland,6.0,1.0,,,,6.353237735925821
Blanc,Island Cane,Agricole,,50.0%,Saint Martin,2.0,1.0,,,,6.1667691336300745
1999 Guyana Ed.1 Uitvlugt 21-Year,Colours of Rum,Aged,Pot Still,52.6%,Multiple,9.0,1.0,,21.0,1999.0,6.49308918764763
